42193;8332;7
83321;1253;4
92014;5564;2
44014;2817;4
78464;6346;5
91611;7813;5
20554;2985;4
56442;4453;7
71627;3227;3
53390;4206;5
22480;4085;1
41461;1887;2
28195;1036;1
35302;7084;4
80730;1934;5
95067;4282;3
68998;8402;4
71960;2733;6
73641;2247;2
75749;3068;2
25822;7376;2
21456;8964;6
32259;1746;6
83304;3000;5
79370;2816;6
3614;6493;6
39304;6779;3
98651;1414;4
79092;5228;5
71501;3335;3
69099;2549;6
12261;2757;7
73069;5185;5
10718;1874;3
75697;3291;4
2860;1748;3
28663;8611;5
82848;4851;5
36283;4304;5
53542;2871;3
60514;4265;3
85082;8126;7
99998;3571;1
33047;1280;5
67396;1656;5
51584;1323;6
77561;4471;3
44627;5032;6
55363;3349;6
67248;6202;7
64089;8566;1
69308;2486;2
20875;6247;6
58083;6240;4
59862;4253;3
64508;4549;3
26464;7343;4
36502;4475;5
38601;5956;5
1841;4052;3
29168;1071;6
28898;2565;2
85558;1023;5
16108;3251;4
62564;4348;2
90095;7225;6
78046;2007;4
15995;2753;6
24890;1547;3
78763;3028;5
13672;7947;3
22448;7976;3
69857;7998;5
51151;7955;4
83546;7929;5
35644;7522;5
16491;7208;4
31289;6828;1
25086;1941;5
3735;4859;1
28910;4235;4
9646;6049;6
41805;3189;3
53939;3702;4
11486;6182;5
31738;3581;1
86129;5807;4
52113;4324;6
6914;1951;1
8282;5150;6
83207;7531;3
46430;4325;5
71246;6902;6
50322;8728;4
30073;5710;7
75866;3237;3
32844;5235;7
63406;5734;7
28437;1322;6
9185;7953;2
30332;7159;7
51723;4527;3
29488;3096;6
5414;3590;1
54863;1466;3
77850;3719;7
99405;1753;3
61841;7236;3
81803;7336;7
17777;5095;6
23340;4697;7
83958;7927;3
53788;4841;5
57155;6693;3
53637;2788;4
22656;2839;6
57731;6356;3
89760;1485;6
64781;3254;4
26619;1922;4
74837;7179;1
84026;5316;7
3653;2917;3
81437;6058;4
30702;7574;4
64233;7554;1
23245;3956;1
38656;4942;3
67834;6036;1
50772;1496;6
79714;5459;5
41124;5015;2
78074;5099;3
10101;4337;2
45235;7667;2
15010;5705;5
86208;2924;4
99774;6360;4
53634;7030;7
87669;6276;2
83376;6667;6
33060;3310;6
23878;4119;6
56872;3625;4
24984;6385;3
97679;8540;4
26650;7513;6
69560;6130;2
76155;8997;6
3624;4878;6
97872;6881;5
99734;5928;6
6358;8148;4
14489;1180;4
36417;2851;2
38028;6006;7
88986;8440;5
71483;3289;5
65012;8429;1
43752;8300;5
58536;8312;3
49938;8760;6
16628;8340;1
66797;2455;1
30625;1301;3
1219;8169;2
