38196;5315;4
13553;5948;5
1079;8272;5
15404;5081;2
33309;4593;1
33579;4943;1
10041;3091;6
40504;6827;6
10359;3246;3
46539;6703;4
12608;4579;1
8850;4977;2
34782;3485;5
25348;8934;5
40889;7665;7
33523;6309;4
49635;6895;6
33199;5928;1
42884;3566;4
9198;1751;4
35232;2513;6
46014;6603;6
10455;1113;5
42323;1156;5
42710;6114;6
2744;3759;2
26668;7214;7
36983;8907;2
46367;4321;6
3387;7961;6
43992;3835;7
7882;7750;4
2800;5322;4
13963;3555;3
7995;3688;4
44056;6056;6
5405;6778;2
45513;1289;5
29971;7395;2
41824;2819;1
12603;1177;1
47640;7646;4
23525;7220;2
38662;2210;4
8894;1637;3
36150;5112;7
45719;7308;4
42568;3031;7
6957;1778;4
28193;5095;6
44792;7670;6
9048;3470;3
36481;8220;4
36922;3384;6
49378;7205;2
13587;4959;1
20491;7879;2
20231;3834;5
16302;5843;5
10051;8010;4
4572;1713;3
39953;1624;4
41003;6696;3
14381;6854;6
33268;4745;6
25780;2844;3
21157;7158;5
1609;4500;2
37880;2330;5
45811;6558;3
3146;4729;2
29101;5298;4
21350;7813;2
9842;3251;3
31510;1964;5
758;7843;6
821;4290;5
22017;5577;5
36886;3911;3
20104;8264;6
4991;7787;1
20482;4591;4
21858;6263;3
37765;1357;3
988;7839;6
22740;3109;6
41162;8706;2
1731;5559;1
34639;5697;2
24429;8065;6
15457;8519;7
31851;7311;4
26883;7007;5
20987;3583;4
19030;1629;7
2009;3941;2
35584;8984;3
34901;8326;3
10978;2114;4
47148;7763;7
2223;3685;7
13471;8340;1
42290;8818;4
23944;3432;1
14743;2693;7
24937;4590;4
5104;6248;7
25996;1757;4
46431;7165;4
10053;5808;6
32758;5294;5
8495;4263;3
27228;6718;1
24122;5244;5
21692;3358;1
32435;6931;4
29803;2011;5
31365;1974;1
5045;6466;4
40786;6986;6
35677;8773;7
1607;4722;6
4704;7396;3
26703;5608;6
34046;2440;6
22715;3923;3
31591;4324;1
49534;1930;7
41928;3731;7
30924;7647;3
20153;3150;7
1737;1261;7
22737;6003;7
29768;3038;5
47097;1614;3
13211;1796;1
37919;7331;4
47137;5041;6
25885;1888;4
44253;7885;5
10404;4971;1
40518;8705;7
20710;8958;1
450;1779;6
29177;5572;5
2597;6044;5
40967;7787;4
17644;2989;4
8365;3283;4
42197;8492;4
1431;7075;2
39373;2611;1
18636;5176;3
32518;8600;7
46456;2597;3
12328;6568;4
23541;6057;4
1295;4600;6
12032;2356;4
21836;4783;4
9383;5982;7
26584;7694;4
3204;7201;2
35785;2605;5
49781;4732;4
12398;4537;4
33930;4976;5
49514;7727;6
27320;6153;7
20740;6256;6
28264;5614;1
37709;1262;6
8633;7349;1
36516;2145;4
9311;3705;2
26068;1155;2
10168;5662;5
18677;3249;6
14603;3052;7
1961;4290;5
4671;6277;2
4370;7526;4
25668;7627;5
297;2115;2
11509;4984;6
47578;6075;6
46189;2790;7
24654;8337;7
11187;8046;7
15780;5967;6
24036;3154;3
23130;2532;4
22283;4390;7
18918;8006;6
30366;3743;4
34164;7606;3
5559;1593;7
45898;6237;2
15242;4682;4
34241;4515;3
42138;6922;6
45914;8820;3
37250;8708;4
5190;2026;6
6372;6424;2
9590;5600;7
5180;6298;6
33373;4234;5
19416;2226;4
49313;6124;2
1362;5892;3
10599;6518;1
21536;7477;1
49520;5540;3
19426;8613;4
8975;8993;2
34142;8276;4
28386;1729;5
44902;1548;4
26465;3752;6
39703;3002;1
27118;7888;1
12004;1372;4
527;8922;7
31709;2367;7
22252;5678;6
36972;3182;1
9152;1199;6
5591;4062;6
1349;5606;2
23647;8764;2
30402;1419;1
24272;7614;3
37885;2847;4
