66148;6750;6
31932;7050;1
58326;2647;3
17270;5547;2
55303;6887;2
352;5106;2
22881;4148;1
66402;3626;4
14635;5495;1
35289;6435;6
20406;6299;1
24837;8654;1
58781;1038;5
47651;2792;7
28824;6237;7
35432;3977;5
6029;4334;5
70122;7675;2
73321;4507;4
7139;6661;4
64488;3872;7
55507;2970;3
70992;3393;2
26510;8433;2
76350;4402;5
69874;7815;5
65395;6727;6
11072;5396;2
46101;7493;1
70993;3743;7
2698;2859;6
75220;4879;4
33645;3354;5
58565;5374;7
28799;7451;2
52621;3452;1
42015;1074;7
53740;1798;1
64769;8755;2
55969;1590;7
69415;8973;3
69638;6900;4
50431;7198;5
18678;7253;3
33171;8134;7
71271;2494;3
31012;1514;4
6924;7384;2
10164;6969;3
71326;6232;1
58112;5212;6
40251;8561;5
2459;5816;2
36944;3914;7
31420;1176;5
36725;5656;6
19438;4939;7
17971;1814;2
18929;6956;5
27308;2000;2
31853;1079;7
43294;1484;1
69069;3430;3
39633;5939;6
39567;6512;3
16991;6151;1
69934;8432;2
74994;2447;2
37339;1281;2
37389;3877;2
4426;7957;6
21663;8309;6
25193;8422;3
30168;1928;3
34930;1412;5
61448;2314;1
60524;8868;7
26421;8624;4
6259;5818;7
46345;4639;4
2294;6331;6
46253;1076;3
30588;5664;7
57564;5861;1
4400;7763;5
74902;8094;4
9913;2248;2
48500;3468;4
7892;2272;7
79600;3989;1
14717;5838;6
1016;4552;4
65355;2544;6
48306;2763;7
57742;7767;2
35405;2068;1
70372;2621;6
12221;1193;6
61131;6433;3
70956;5949;3
548;8050;2
46499;4813;4
10750;7197;7
44757;4911;4
63716;6309;6
54562;3592;3
71437;2988;5
79464;2977;2
57283;1399;2
61502;4992;1
10739;2865;5
11169;1014;3
33554;4873;7
68147;3274;3
66541;7898;7
34868;7321;6
3240;7936;3
34282;6953;3
33353;6017;6
35330;5097;1
32793;2945;5
52182;5691;3
6179;8082;4
75763;3676;1
6861;4137;7
43203;1793;5
30743;5393;2
18230;7899;1
7565;5195;1
15609;2598;6
48379;8649;4
129;7992;2
1477;4438;6
73481;2450;2
26174;4161;5
1875;8367;7
74441;4102;4
74664;4826;3
73204;3990;2
28026;5169;3
45626;1531;6
2704;7647;2
79894;7370;1
79536;2250;5
32222;8002;4
64341;2916;5
54784;1583;2
54670;5834;4
11495;1702;2
35418;2677;7
69665;3015;7
7836;3729;3
16451;7461;6
34287;4395;1
39425;7330;4
74325;4213;5
70715;1090;7
27527;3704;7
21270;5524;5
58395;5632;4
42827;2099;1
33600;2977;4
30631;8040;6
1228;8490;5
73460;6899;1
40332;2400;1
73761;8521;6
22667;8415;2
28701;5574;4
41035;2649;2
5758;1672;3
19040;4105;6
71972;1578;2
47001;3147;2
63116;7084;5
67538;6855;2
62134;3143;6
41328;8577;5
17260;4008;5
23981;5505;2
75015;5615;2
37381;7627;3
62971;6902;5
68484;4337;4
24884;1191;2
11131;3469;6
67605;8047;1
57371;6771;2
17327;8883;5
69771;6648;7
52964;6877;2
50250;1404;2
20114;1012;5
37071;2047;3
75606;6662;6
47040;5240;2
60642;5167;2
22561;8436;7
28041;8480;6
53073;8087;6
62874;7436;7
30696;7441;6
31589;1949;5
44123;6352;6
19708;6475;3
55781;4850;4
75801;6562;2
20158;6241;5
14858;8668;1
10035;4939;3
46361;1251;6
32645;3718;4
21955;7248;2
12728;2021;5
34883;5007;6
60619;4766;2
45746;5917;7
34466;1655;3
58494;6198;5
56748;2261;1
79218;1968;2
29533;1318;3
36634;1809;6
71690;7406;2
53719;4759;3
5468;7538;5
71858;8525;6
45739;6738;3
3866;7319;2
22482;3728;6
60769;8275;2
34637;2847;5
60915;2909;4
56606;2787;2
16976;7166;4
4736;6216;2
56211;4617;4
44988;5452;5
1969;7131;6
40009;8194;4
70709;2346;2
14046;1394;1
32125;3397;7
9459;1763;5
10901;5083;7
51345;3120;2
8191;2650;7
65489;7133;6
40678;3909;1
613;2354;1
50774;6946;6
58924;7180;4
70309;1386;3
44023;7570;1
1116;8435;3
29951;1352;1
17478;5839;5
11936;3735;7
6713;8712;3
63192;7258;5
23059;4886;4
23293;7090;1
71759;3624;1
3909;6134;1
60113;7910;6
79090;1012;6
31122;8787;4
76214;4973;4
1148;2981;6
44152;8671;2
76530;7216;5
9741;1941;3
38735;1960;1
4727;7904;2
44437;4354;5
47448;7169;4
68693;1256;7
38211;1823;5
8182;3009;6
68951;8204;2
38830;2396;6
18851;2125;7
17847;1481;4
10235;3854;4
71020;5905;2
45764;7776;1
32952;8897;7
25154;6884;1
5944;8222;5
20687;8803;7
46742;1719;4
54143;3979;5
36025;2016;6
49272;8646;1
12352;3279;1
6362;1668;3
79487;1824;2
16584;3411;6
19193;6231;3
52208;7946;7
79646;4758;3
35015;8672;7
71673;3933;4
50522;5907;5
55447;1079;1
73086;5414;5
78552;6722;5
77330;2296;6
54490;4538;7
30200;1326;7
42916;3400;6
56632;2083;1
32652;2557;7
109;4900;3
23784;7208;4
44703;3260;1
41918;3783;3
43927;1607;1
44597;6884;3
44513;3798;1
36156;7894;4
19748;8981;3
56237;1498;6
79653;3490;4
18916;2310;2
20303;3821;1
15149;2158;6
69980;5371;7
17132;5692;5
33493;4696;7
59584;1416;2
35712;4732;1
14167;7311;1
26119;5229;4
62499;1811;2
49034;3706;2
9218;5504;7
5273;2487;2
67895;8399;6
43817;2452;5
50139;7722;6
47815;4894;2
36274;5254;4
21256;8902;6
62185;4725;6
2351;7553;7
27917;5376;5
36117;2252;3
10216;5700;6
23958;2544;1
44854;8917;3
55238;1349;5
50722;5949;1
