2972;3432;6
16287;8849;7
22760;8218;2
7756;3796;1
11448;3457;2
18903;8404;4
31907;8409;3
8883;1356;4
34944;2675;4
26701;1895;5
27270;8675;7
28445;4831;6
14584;5556;3
8534;2575;1
14390;4426;4
22404;3803;5
33006;2493;4
35330;5097;1
32181;7183;1
11392;4544;2
27691;5935;4
27904;3378;1
23632;4284;6
39375;6297;1
2619;7604;3
1654;3221;4
29707;6241;5
29082;2572;6
37660;8460;7
15326;1816;1
39003;4720;3
39882;3941;5
35295;3456;6
32777;5730;3
20210;7689;1
29554;5794;7
38472;3065;4
23653;6137;4
30094;2357;6
33317;3602;7
7561;5131;1
38569;2703;4
12957;4727;4
19900;3523;4
14732;6517;1
5597;5727;7
31336;7507;7
30698;5973;6
10630;4487;2
30671;8766;6
21615;4537;7
12340;3686;5
27068;8368;4
32669;7768;7
34101;3116;5
1190;1511;6
39325;8748;5
39536;1549;4
13539;5330;2
15963;7122;1
35978;3164;3
3289;8244;7
18397;5464;1
30668;4861;6
4614;5827;6
6072;4169;4
12459;3730;2
38647;2945;2
34621;8045;6
28505;8558;5
19605;2014;2
36239;1163;7
5201;4636;1
5000;6140;2
16200;8892;7
447;5138;5
28479;6673;7
19490;3753;5
27718;1153;3
8847;6705;2
12920;1595;4
7801;3151;4
14907;6105;7
33678;2812;5
31322;7054;6
37662;2102;1
33385;5463;6
9351;1926;4
38047;5169;1
27798;5952;4
32083;4278;7
27400;2465;1
8315;7436;1
1062;7951;4
28053;4443;6
18223;1674;5
22792;7177;7
12961;1829;3
11102;1893;5
5406;6480;2
22202;4927;2
25032;8947;6
23478;8341;3
31811;6124;2
29757;6377;3
20632;8147;3
29383;4083;5
21082;3573;2
6181;2120;1
23143;3967;7
35296;8216;6
29806;8744;2
363;7259;4
3905;8303;6
14410;4403;3
35212;6328;1
14489;1180;4
25119;6032;4
958;2795;3
20167;2904;7
22407;1791;3
29060;3748;1
30453;8944;1
30164;2718;5
31397;7850;4
20722;3590;6
34060;6702;6
5523;7472;2
26096;6181;7
39450;7670;7
23280;4917;3
23694;5145;3
12019;3883;2
32481;5416;4
23096;1386;3
28147;6861;1
37194;8035;2
28525;8489;7
13764;7115;1
22447;5918;7
5384;5419;2
31355;1717;3
32202;7039;7
35082;5973;1
9152;1199;6
20045;2665;3
36181;5464;3
19654;2251;2
31032;6245;3
7034;1321;3
11815;5514;2
1214;2355;1
6502;5956;4
21120;2811;3
35603;5641;4
18672;1437;3
30125;4259;7
24501;1754;5
36189;3863;4
35857;6113;4
38774;8628;4
23455;5947;5
28712;7528;3
32753;3083;7
564;3082;4
29865;5645;4
19847;8577;4
20689;6151;3
11765;8923;7
17122;3062;5
5561;5199;6
37399;1170;1
8515;6622;6
5067;8299;2
29145;1426;3
39760;6258;7
38565;2255;1
16140;5516;2
15692;3326;4
36336;3425;7
20055;2732;5
16215;5290;6
32781;5929;2
24151;3794;3
29502;2099;7
25578;4605;5
32080;4944;1
26098;8341;4
30863;8916;3
10720;2664;2
25245;5987;6
34997;8931;7
18022;2107;5
8954;4400;1
21994;7559;7
21600;7304;3
6233;7811;1
11271;5298;3
11596;2796;6
10929;2406;3
37590;8851;4
39342;6938;7
12550;8684;7
34476;7061;5
10796;6049;4
12865;3852;7
25243;6304;4
19763;4208;3
31926;5831;3
17330;4341;6
7681;7625;1
25605;1282;5
10058;2841;5
37741;3872;3
10682;1185;1
27943;5510;1
28426;2089;1
29637;6356;7
5572;2587;4
6208;4025;1
10694;2689;6
28125;8870;1
9232;3005;3
27743;1528;3
8169;4914;2
35906;1348;2
20143;2266;2
32770;5293;6
36908;1998;1
30913;5633;5
18978;6561;4
6916;8099;5
23815;1928;7
36657;1813;3
38876;8444;7
22358;8609;2
31064;5604;4
2277;5211;4
25391;5561;1
38193;7477;3
5705;6062;2
26039;3051;7
10081;3488;2
555;3197;3
11067;3010;4
5083;2328;6
25411;7802;3
25753;7639;2
32022;1419;6
29653;7405;7
27291;6479;5
4000;3874;5
18073;6552;7
13577;3343;1
15109;2578;6
33633;2477;4
16485;8500;5
32836;5690;4
7164;4422;2
31992;4821;7
33057;7614;3
19835;7978;6
28390;5120;7
3521;7185;3
7256;3795;4
29299;5893;5
25311;6426;4
17992;8887;1
34379;8419;4
3859;2738;2
14625;2106;3
22919;8350;7
28376;3025;7
13258;5810;5
8000;3513;3
11635;5694;5
8885;2636;3
35874;2171;4
7283;8747;7
34902;6175;2
38262;5294;7
28130;4649;5
15733;8486;4
22854;7483;5
11188;7324;2
29475;5264;1
13935;6915;2
15167;8899;3
29898;3107;3
19549;7476;3
38584;7520;6
863;6588;7
5779;3084;7
15645;5950;4
35228;8573;4
17889;5781;7
36924;3182;4
39931;5370;3
7813;4252;5
7439;8103;1
37734;7301;1
33175;4071;7
1695;1357;3
30591;1525;4
36787;4090;1
2106;3854;3
9633;8414;6
36749;8509;2
3896;7572;6
24415;8955;6
12989;6364;5
31465;5125;4
17166;1419;4
12702;6575;2
3605;1625;3
13938;3553;3
32280;8146;6
18083;3188;4
28165;5331;7
4141;2507;4
6553;2310;1
39384;6346;7
19227;1204;7
19483;8182;3
38360;6416;5
178;3966;1
36761;7402;7
14502;6520;4
39956;4488;4
18979;1592;2
21914;3473;5
33583;8552;2
3425;6311;7
33957;4878;2
18587;3752;6
26349;3084;2
21915;3423;7
36757;3297;3
7289;4066;1
4218;4704;2
34319;8327;5
4517;2099;5
26465;3752;6
853;1036;7
9975;5520;7
13831;3442;5
30978;6698;7
33416;5581;7
17622;2030;2
7478;7649;2
22344;4398;4
14949;1172;1
13610;6124;2
33092;7532;6
30481;2842;4
36954;3624;6
6098;7821;4
1287;1147;6
12955;4411;7
3273;7020;3
35072;3185;2
16632;4924;5
36386;6704;4
911;7295;7
25650;1972;1
37071;2047;3
36710;1074;6
7617;8750;3
24258;2943;4
9506;6375;5
10381;1598;3
1525;5006;3
33848;7016;5
3007;5311;1
33606;5502;3
7023;8786;7
13068;8188;6
3609;5567;2
26024;1374;3
14583;2705;4
25639;8527;5
38520;7832;6
12932;2643;5
16590;6973;3
12691;4949;1
8116;3488;3
37065;2577;6
17357;7594;3
21892;5596;6
15060;5325;6
1564;7306;3
10096;8372;5
37960;5755;6
26423;7077;3
34507;5366;5
29226;6443;1
13657;5009;1
9413;2285;6
2081;2499;5
13231;6322;5
5946;8416;7
10071;7729;1
22635;4419;5
6705;4895;1
33919;8568;3
12935;8345;4
12654;5717;7
24566;7528;1
32798;3964;4
16497;6670;1
16338;1376;5
31377;4880;5
6126;4288;2
29764;4580;3
36539;7921;7
25699;7033;3
22331;6356;4
10182;3683;4
33295;1239;6
39925;7355;4
20527;8803;6
9806;3374;5
10403;3312;5
10045;2286;4
10704;4469;6
37000;3366;2
23399;1700;7
39661;7988;7
29690;8009;2
24461;5930;5
21869;6019;1
37111;3148;3
7726;6266;2
27558;4053;6
11506;3719;6
31295;7554;6
38556;2121;2
32107;4068;3
26823;3175;6
24692;7228;6
11402;3465;6
9601;8872;4
14637;7561;1
14130;2642;4
16487;8668;5
23714;4670;5
30783;6964;4
15648;4083;7
8304;6469;4
6167;8124;6
